Brand,Category,Colour,Product Link,Main Image,Product Name,Colour,Current Price,Original Price
Lovall,Leggings & Jeggings,Cream,https://lovall.com/products/ultimate-soft-touch-leggings-vanilla-marl,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/LOOK_35_7172_710x.jpg?v=1712589770,ULTIMATE SOFT-TOUCH HIGH WAISTED LEGGINGS,Vanilla Marl,£28,£40
Lovall,Nightwear & Loungewear,Cream,https://lovall.com/products/all-szn-organic-cuffed-jogger-ecru,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_13_8086_710x.jpg?v=1727259490,ALL SZN ORGANIC CUFFED JOGGER,Ecru,£45,
Lovall,Nightwear & Loungewear,Gray,https://lovall.com/products/all-szn-organic-cuffed-jogger-shadow,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_17_8858_710x.jpg?v=1727260874,ALL SZN ORGANIC CUFFED JOGGER,Shadow,£45,
Lovall,Leggings & Jeggings,"Khaki, Green",https://lovall.com/products/winter-everyday-high-waisted-leggings-deep-forest,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/WINTER_FOREST_MARG_3293_710x.jpg?v=1696323931,WINTER EVERYDAY HIGH WAISTED LEGGINGS,Deep Forest,£32,
Lovall,Jeans,Blue,https://lovall.com/products/lift-shape-jeans-dark-blue,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/03_LIFT_AND_SHAPE_JEAN_DARKBLUE_141_710x.jpg?v=1687339208,LIFT & SHAPE JEANS,Dark Blue,£45,
Lovall,Leggings & Jeggings,Blue,https://lovall.com/products/winter-flare-leggings-vintage-navy,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_14_8410_710x.jpg?v=1727172023,WINTER FLARE LEGGINGS,Vintage Navy,£34,
Lovall,Nightwear & Loungewear,"Khaki, Green",https://lovall.com/products/soft-touch-wide-leg-lounge-set-sage-green,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_39_12145_710x.jpg?v=1727167912,SOFT TOUCH WIDE LEG LOUNGE SET,Sage Green,£52,
Lovall,Leggings & Jeggings,Cream,https://lovall.com/products/lightweight-everyday-high-waisted-leggings-natural-beige,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/LOOK_6_2519_710x.jpg?v=1712746792,LIGHTWEIGHT EVERYDAY HIGH WAISTED LEGGINGS,Natural Beige,£28,
Lovall,Leggings & Jeggings,Purple,https://lovall.com/products/winter-everyday-high-waisted-leggings-midnight-plum,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/WINTER_PURPLE_MARG_3651_710x.jpg?v=1696324196,WINTER EVERYDAY HIGH WAISTED LEGGINGS,Midnight Plum,£32,
Lovall,Leggings & Jeggings,Blue,https://lovall.com/products/lightweight-everyday-high-waisted-leggings-steel-blue,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/LOOK_11_3298_710x.jpg?v=1712584991,LIGHTWEIGHT EVERYDAY HIGH WAISTED LEGGINGS,Steel Blue,£28,
Lovall,Leggings & Jeggings,Blue,https://lovall.com/products/empower-leggings-vintage-navy,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_8_1157_710x.jpg?v=1704273067,EMPOWER LEGGINGS,Vintage Navy,£40.50,£45
Lovall,Nightwear & Loungewear,"Khaki, Green",https://lovall.com/products/all-szn-organic-wide-leg-jogger-slate-green,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_25_10079_9ffcbf62-1203-4487-8cc3-33fca371fc30_710x.jpg?v=1727261951,ALL SZN ORGANIC WIDE LEG JOGGER,Slate Green,£45,
Lovall,Nightwear & Loungewear,Gray,https://lovall.com/products/brushed-cotton-pyjama-set-grey-stripe,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/GREYSTRIPE_710x.jpg?v=1697787729,BRUSHED COTTON PYJAMA SET,Light Grey,£20.40,£34
Lovall,Nightwear & Loungewear,Brown,https://lovall.com/products/all-szn-organic-cuffed-jogger-black-coffee,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_10_7635_710x.jpg?v=1727258467,ALL SZN ORGANIC CUFFED JOGGER,Black Coffee,£45,
Lovall,Leggings & Jeggings,Blue,https://lovall.com/products/empower-flare-leggings-vintage-navy,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_10_DANI_0201_710x.jpg?v=1704272177,EMPOWER FLARE LEGGINGS,Vintage Navy,£40.50,£45
Lovall,Leggings & Jeggings,"Khaki, Green",https://lovall.com/products/247-revitalise-flare-leggings-deep-olive,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_4_0296_710x.jpg?v=1718697708,24/7 REVITALISE FLARE LEGGINGS,Deep Olive,£48,
Lovall,Leggings & Jeggings,Blue,https://lovall.com/products/lightweight-everyday-high-waisted-leggings-vintage-navy,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/LOOK_12_3417_710x.jpg?v=1712304845,LIGHTWEIGHT EVERYDAY HIGH WAISTED LEGGINGS,Vintage Navy,£28,
Lovall,Leggings & Jeggings,Brown,https://lovall.com/products/ribbed-leggings-cappuccino,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/RIBBED_CAMEL_MARG_2840_710x.jpg?v=1700126203,RIBBED LEGGINGS,Cappuccino,£28.50,£38
Lovall,Leggings & Jeggings,Green,https://lovall.com/products/jeggings-khaki-green,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/035_NEW_JEGGING_KHAKI_001_efc85737-8521-4c14-a977-c02855b45a84_710x.jpg?v=1687439890,ULTIMATE JEGGINGS,Khaki Green,£36,
Lovall,Leggings & Jeggings,Cream,https://lovall.com/products/ribbed-leggings-stone,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_31_11031_710x.jpg?v=1726838544,RIBBED LEGGINGS,Stone,£30.40,£38
Lovall,Nightwear & Loungewear,Cream,https://lovall.com/products/everyday-comfy-joggers-oatmeal-beige,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_141_1285_710x.jpg?v=1699379735,EVERYDAY COMFY JOGGERS,Oatmeal Beige,£24,£32
Lovall,Nightwear & Loungewear,Cream,https://lovall.com/products/soft-touch-wide-leg-lounge-set-oatmeal-beige,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_42_12461_710x.jpg?v=1727167770,SOFT TOUCH WIDE LEG LOUNGE SET,Oatmeal Beige,£52,
Lovall,Leggings & Jeggings,Green,https://lovall.com/products/winter-flare-leggings-slate-green,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_5_45650_710x.jpg?v=1727164451,WINTER FLARE LEGGINGS,Slate Green,£34,
Lovall,Nightwear & Loungewear,Cream,https://lovall.com/products/all-szn-organic-wide-leg-jogger-ecru,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_28_10527_710x.jpg?v=1727259300,ALL SZN ORGANIC WIDE LEG JOGGER,Ecru,£45,
Lovall,Leggings & Jeggings,Green,https://lovall.com/products/lightweight-everyday-high-waisted-leggings-slate-green,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/LOOK_9_3055_710x.jpg?v=1712303903,LIGHTWEIGHT EVERYDAY HIGH WAISTED LEGGINGS,Slate Green,£28,
Lovall,Leggings & Jeggings,"Khaki, Green",https://lovall.com/products/empower-leggings-deep-forest,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/EMPOWER_FOREST_MARG_1434_2157ca0b-89c6-4906-afea-01a4d5198539_710x.jpg?v=1701333626,EMPOWER LEGGINGS,Deep Forest,£40.50,£45
Lovall,Leggings & Jeggings,Brown,https://lovall.com/products/winter-everyday-high-waisted-leggings-espresso-brown,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/W_BLACK_WINTERLEGGINGS_S8_AW23_4_710x.jpg?v=1706795638,WINTER EVERYDAY HIGH WAISTED LEGGINGS,Espresso Brown,£32,
Lovall,Leggings & Jeggings,Gray,https://lovall.com/products/ribbed-leggings-shadow-grey,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/RIBBED_GREY_GRACE_1895_710x.jpg?v=1700126387,RIBBED LEGGINGS,Shadow Grey,£30.40,£38
Lovall,Leggings & Jeggings,Gray,https://lovall.com/products/ultimate-soft-touch-leggings-light-grey-marl,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/LOOK_39_7754_710x.jpg?v=1712590012,ULTIMATE SOFT-TOUCH HIGH WAISTED LEGGINGS,Light Grey Marl,£28,£40
Lovall,Nightwear & Loungewear,Cream,https://lovall.com/products/luxe-lounge-jogger-vanilla-marl,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_34_11568_710x.jpg?v=1727165298,LUXE LOUNGE JOGGER,Vanilla Marl,£35,
Lovall,Leggings & Jeggings,Blue,https://lovall.com/products/everyday-high-waisted-leggings-navy-animal-print,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/EVERYDAY_NAVY_Print_241022_38825_710x.jpg?v=1730807273,EVERYDAY HIGH WAISTED LEGGINGS,Navy Animal Print,£28,
Lovall,Leggings & Jeggings,Gray,https://lovall.com/products/lightweight-everyday-high-waisted-leggings-light-grey-marl,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/LOOK_2_1898_710x.jpg?v=1712581438,LIGHTWEIGHT EVERYDAY HIGH WAISTED LEGGINGS,Light Grey Marl,£28,
Lovall,Jeans,Blue,https://lovall.com/products/slim-fit-mom-jeans-mid-blue,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/MUM_JEAN_LIGHT_BLUE_241022_40894_710x.jpg?v=1730812256,SLIM FIT MOM JEANS,Mid Blue,£33.75,£45
Lovall,Leggings & Jeggings,Burgundy,https://lovall.com/products/revitalise-high-waisted-leggings-winter-berry,https://cdn.shopify.com/s/files/1/0014/0306/0312/products/W_WinterBerry_RevitaliseGo-ToFullLengthLeggings_1_710x.jpg?v=1655296328,REVITALISE HIGH WAISTED LEGGINGS,Winter Berry,£22.50,£45
Lovall,Jeans,Black,https://lovall.com/products/lift-shape-jeans-black,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/034_LIFT_AND_SHAPE_BLACK_020_710x.jpg?v=1686045991,LIFT & SHAPE JEANS,Black,£45,
Lovall,Leggings & Jeggings,Blue,https://lovall.com/products/everyday-high-waisted-leggings-navy-green-floral,https://cdn.shopify.com/s/files/1/0014/0306/0312/products/W_NavyGreenFloral_ClassicHighWaisted_1_710x.jpg?v=1657103145,EVERYDAY HIGH WAISTED LEGGINGS,Navy/Green Floral,£28,
Lovall,Leggings & Jeggings,Gray,https://lovall.com/products/empower-leggings-graphite,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_23_DANI_4112_710x.jpg?v=1704272888,EMPOWER LEGGINGS,Graphite,£40.50,£45
Lovall,Leggings & Jeggings,Black,https://lovall.com/products/revitalise-high-waisted-leggings-midnight-black,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_5_0696_710x.jpg?v=1699379441,REVITALISE HIGH WAISTED LEGGINGS,Midnight Black,£33.75,£45
Lovall,Jeans,Blue,https://lovall.com/products/lift-shape-jeans-mid-blue,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/039_LIFT_AND_SHAPE_MIDBLUE_006-72_710x.jpg?v=1687880541,LIFT & SHAPE JEANS,Mid Blue,£45,
Lovall,Nightwear & Loungewear,"Khaki, Green",https://lovall.com/products/luxe-lounge-jogger-slate-green,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_33_11403_710x.jpg?v=1727164643,LUXE LOUNGE JOGGER,Slate Green,£35,
Lovall,Nightwear & Loungewear,"Khaki, Green",https://lovall.com/products/everyday-comfy-joggers-forest-green,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_19_2170_710x.jpg?v=1699530304,EVERYDAY COMFY JOGGERS,Forest Green,£24,£32
Lovall,Leggings & Jeggings,"Black, Multicolour",https://lovall.com/products/everyday-high-waisted-leggings-black-burgundy-floral,https://cdn.shopify.com/s/files/1/0014/0306/0312/products/W_BurgundyFloralPrint_ClassicHighWaisted_1_710x.jpg?v=1657103125,EVERYDAY HIGH WAISTED LEGGINGS,Black/Burgundy Floral,£25.20,£28
Lovall,Leggings & Jeggings,Gray,https://lovall.com/products/ultimate-soft-touch-leggings-dark-grey-marl,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/LOOK_37_7485_710x.jpg?v=1712588287,ULTIMATE SOFT-TOUCH HIGH WAISTED LEGGINGS,Dark Grey Marl,£28,£40
Lovall,Leggings & Jeggings,Blue,https://lovall.com/products/ribbed-leggings-navy,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/RIBBED_NAVY_MARG_2443_710x.jpg?v=1700126843,RIBBED LEGGINGS,Navy,£30.40,£38
Lovall,Leggings & Jeggings,Gray,https://lovall.com/products/lightweight-flare-leggings-light-grey-marl,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/LOOK_20_4533_710x.jpg?v=1713876323,LIGHTWEIGHT FLARE LEGGINGS,Light Grey Marl,£30,
Lovall,Leggings & Jeggings,Cream,https://lovall.com/products/lightweight-everyday-high-waisted-leggings-beige,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/LOOK_4_2217_710x.jpg?v=1712582817,LIGHTWEIGHT EVERYDAY HIGH WAISTED LEGGINGS,Stone,£28,
Lovall,Leggings & Jeggings,"Khaki, Green",https://lovall.com/products/winter-flare-leggings-deep-olive,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_16_8573_710x.jpg?v=1727164375,WINTER FLARE LEGGINGS,Deep Olive,£34,
Lovall,Leggings & Jeggings,Blue,https://lovall.com/products/lightweight-flare-leggings-navy,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/LOOK_16_3925_710x.jpg?v=1713876527,LIGHTWEIGHT FLARE LEGGINGS,Navy,£30,
Lovall,Leggings & Jeggings,Brown,https://lovall.com/products/lightweight-everyday-high-waisted-leggings-espresso-brown,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/LOOK_3_2030_710x.jpg?v=1712582052,LIGHTWEIGHT EVERYDAY HIGH WAISTED LEGGINGS,Espresso Brown,£28,
Lovall,Nightwear & Loungewear,Brown,https://lovall.com/products/everyday-comfy-joggers-espresso-brown,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_9_0083_710x.jpg?v=1699380567,EVERYDAY COMFY JOGGERS,Espresso Brown,£24,£32
Lovall,Leggings & Jeggings,Yellow,https://lovall.com/products/everyday-high-waisted-leggings-pastel-yellow,https://cdn.shopify.com/s/files/1/0014/0306/0312/products/W_PastelYellow_HighWaisted_1_710x.jpg?v=1657870217,EVERYDAY HIGH WAISTED LEGGINGS,Pastel Yellow,£25.20,£28
Lovall,Leggings & Jeggings,Purple,https://lovall.com/products/revitalise-high-waisted-leggings-mauve,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_1_35413_1_710x.jpg?v=1699436259,REVITALISE HIGH WAISTED LEGGINGS,Mauve,£22.50,£45
Lovall,Nightwear & Loungewear,Gray,https://lovall.com/products/recharge-high-waisted-joggers-odyssey-grey,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/EVERYDAY_JOGGER_GREY_241022_40370_710x.jpg?v=1730799746,RECHARGE HIGH WAISTED JOGGERS,Odyssey Grey,£23.10,£33
Lovall,Nightwear & Loungewear,Burgundy,https://lovall.com/products/luxe-lounge-jogger-dark-cherry,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/EVERYDAY_LUX_LOUNGE_BURGUNDY_241022_39484_710x.jpg?v=1730800130,LUXE LOUNGE JOGGER,Dark Cherry,£35,
Lovall,Leggings & Jeggings,Burgundy,https://lovall.com/products/lightweight-everyday-high-waisted-leggings-burgundy,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/LOOK_7_2687_710x.jpg?v=1712583831,LIGHTWEIGHT EVERYDAY HIGH WAISTED LEGGINGS,Burgundy,£28,
Lovall,Leggings & Jeggings,Purple,https://lovall.com/products/lightweight-everyday-high-waisted-leggings-acai-purple,https://cdn.shopify.com/s/files/1/0014/0306/0312/products/W_acaipurple_lightweightleggings_1_710x.jpg?v=1652955815,LIGHTWEIGHT EVERYDAY HIGH WAISTED LEGGINGS,Acai Purple,£28,
Lovall,Leggings & Jeggings,Burgundy,https://lovall.com/products/ultimate-soft-touch-leggings-winter-berry-marl,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/LOOK_36_7373_710x.jpg?v=1712747165,ULTIMATE SOFT-TOUCH HIGH WAISTED LEGGINGS,Winter Berry,£28,£40
Lovall,Leggings & Jeggings,Brown,https://lovall.com/products/winter-flare-leggings-black-coffee,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_3_45469_710x.jpg?v=1727095567,WINTER FLARE LEGGINGS,Black Coffee,£34,
Lovall,Nightwear & Loungewear,Black,https://lovall.com/products/everyday-comfy-joggers-black,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/Look_18_1955_710x.jpg?v=1699378389,EVERYDAY COMFY JOGGERS,Black,£32,
Lovall,Nightwear & Loungewear,Blue,https://lovall.com/products/recharge-high-waisted-joggers-navy-blue,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/EVERYDAY_navy_joggers_241022_40160_710x.jpg?v=1730807105,RECHARGE HIGH WAISTED JOGGERS,Navy Blue,£23.10,£33
Lovall,Leggings & Jeggings,"Khaki, Green",https://lovall.com/products/focus-high-waisted-sports-leggings-olive-green,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/FOCUS_GREEN_GRACE_5309_710x.jpg?v=1698848472,FOCUS HIGH WAISTED SPORTS LEGGINGS,Olive Green,£20,£40
Lovall,Jeans,Blue,https://lovall.com/products/straight-jeans-dark-blue,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/075_STRAIGHT_LEG_JEAN_DARKBLUE_030_710x.jpg?v=1687877669,STRAIGHT JEANS,Dark Blue,£45,
Lovall,Jeans,Blue,https://lovall.com/products/straight-jeans-mid-blue,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/021_STRAIGHT_LEG_JEAN_MIDBLUE_002_710x.jpg?v=1687342704,STRAIGHT JEANS,Mid Blue,£45,
Lovall,Trousers,Blue,https://lovall.com/products/cigarette-trouser-navy,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/057_CIGARETTE_TROUSER_NAVY_007_fac65535-edc5-441c-962a-0ad8513164f3_710x.jpg?v=1687338650,CIGARETTE TROUSER,Navy,£27,£36
Lovall,Trousers,Cream,https://lovall.com/products/cigarette-trouser-sand,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/056_CIGARETTE_TROUSER_SAND_036_710x.jpg?v=1685978770,CIGARETTE TROUSER,Sand,£27,£36
Lovall,Trousers,White,https://lovall.com/products/cigarette-trouser-off-white,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/054_CIGARETTE_TROUSER_WHITE_013_710x.jpg?v=1687274130,CIGARETTE TROUSER,Off White,£27,£36
Lovall,Jeans,Black,https://lovall.com/products/straight-jeans-black,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/024_STRAIGHT_LEG_JEAN_BLACK_003_710x.jpg?v=1687342952,STRAIGHT JEANS,Black,£45,
Lovall,Leggings & Jeggings,Purple,https://lovall.com/products/lightweight-everyday-high-waisted-leggings-mauve,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/LOOK_13_3510_710x.jpg?v=1712585418,LIGHTWEIGHT EVERYDAY HIGH WAISTED LEGGINGS,Mauve,£28,
Lovall,Leggings & Jeggings,Blue,https://lovall.com/products/lightweight-everyday-high-waisted-leggings-powder-blue,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/LOOK_15_3787_710x.jpg?v=1712585668,LIGHTWEIGHT EVERYDAY HIGH WAISTED LEGGINGS,Powder Blue,£28,
Lovall,Leggings & Jeggings,"Khaki, Green",https://lovall.com/products/lightweight-everyday-high-waisted-leggings-sage-green,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/crop10_710x.jpg?v=1712593373,LIGHTWEIGHT EVERYDAY HIGH WAISTED LEGGINGS,Sage Green,£28,
Lovall,Leggings & Jeggings,Cream,https://lovall.com/products/ultimate-high-waisted-seamless-leggings-oatmeal-beige,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/SeamlessOatmealWomens_710x.jpg?v=1701959785,ULTIMATE HIGH WAISTED SEAMLESS LEGGINGS,Oatmeal Beige,£38,
Lovall,Leggings & Jeggings,Black,https://lovall.com/products/ultimate-high-waisted-seamless-leggings-black,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/018_SEAMLESS_SET_BLACK_S8_039_56bb936f-c924-45f9-94e4-4d319fb7706d_710x.jpg?v=1701958220,ULTIMATE HIGH WAISTED SEAMLESS LEGGINGS,Black,£38,
Lovall,Leggings & Jeggings,Purple,https://lovall.com/products/ultimate-high-waisted-seamless-leggings-deep-mauve,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/028_SEAMLESS_SET_MAUVE_S12_069_710x.jpg?v=1701959764,ULTIMATE HIGH WAISTED SEAMLESS LEGGINGS,Deep Mauve,£38,
Lovall,Leggings & Jeggings,Brown,https://lovall.com/products/ultimate-high-waisted-seamless-leggings-chocolate-brown,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/015_SEMALESS_SET_CHOCOLATE_BROWN_S8_045_710x.jpg?v=1688632540,ULTIMATE HIGH WAISTED SEAMLESS LEGGINGS,Chocolate Brown,£38,
Lovall,Leggings & Jeggings,Blue,https://lovall.com/products/ultimate-high-waisted-seamless-leggings-teal-blue,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/012_SEAMLESS_SET_TEAL_S8_008_710x.jpg?v=1701959848,ULTIMATE HIGH WAISTED SEAMLESS LEGGINGS,Teal Blue,£38,
Lovall,Leggings & Jeggings,"Khaki, Green",https://lovall.com/products/ultimate-high-waisted-seamless-leggings-sage-green,https://cdn.shopify.com/s/files/1/0014/0306/0312/files/030_SEAMLESS_SET_KHAKI_GREEN_S18_027_bd0f65ba-7254-4d02-af76-80d3d16d2e2e_710x.jpg?v=1701959811,ULTIMATE HIGH WAISTED SEAMLESS LEGGINGS,Sage Green,£38,
