Position,Category,Brand,Colour,Product Name,Current Price,Original Price,Discount,Product Link,Main Image,Main Image Alt,Swatch Image 1,Swatch Alt 1,Swatch Image 2,Swatch Alt 2
143,Trousers,River Island,Grey,Petite Grey Snake Print Wide Leg Joggers,£32.00,,,https://www.riverisland.com/p/petite-grey-snake-print-wide-leg-joggers-916273,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/916273_main?_a=BATAV5AA0,Petite Grey Snake Print Wide Leg Joggers,,,,
144,Trousers,River Island,Khaki,Petite Khaki Wide Leg Joggers,£30.00,,,https://www.riverisland.com/p/petite-khaki-wide-leg-joggers-914491,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914491_main?_a=BATAV5AA0,Petite Khaki Wide Leg Joggers,,,,
145,Tops,River Island,Black,Petite Black Metallic Off Shoulder Drape Top,£30.00,,,https://www.riverisland.com/p/petite-black-metallic-off-shoulder-drape-top-916823,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/916823_main?_a=BATAV5AA0,Petite Black Metallic Off Shoulder Drape Top,,,,
146,Tops,River Island,Blue,Petite Blue Denim Crop Shirt,£35.00,,,https://www.riverisland.com/p/petite-blue-denim-crop-shirt-914684,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914684_main?_a=BATAV5AA0,Petite Blue Denim Crop Shirt,,,,
147,Jeans,River Island,Blue,Petite Blue Tummy Hold Flared Jeans,£48.00,,,https://www.riverisland.com/p/petite-blue-tummy-hold-flared-jeans-913272,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913272_main?_a=BATAV5AA0,Petite Blue Tummy Hold Flared Jeans,,,,
148,Trousers,River Island,Grey,Petite Grey Double Belted Wide Leg Trousers,£55.00,,,https://www.riverisland.com/p/petite-grey-double-belted-wide-leg-trousers-914886,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914886_main?_a=BATAV5AA0,Petite Grey Double Belted Wide Leg Trousers,,,,
149,Coats & Jackets,River Island,Blue,Petite Blue Peplum Denim Jacket,£69.00,,,https://www.riverisland.com/p/petite-blue-peplum-denim-jacket-913848,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913848_main?_a=BATAV5AA0,Petite Blue Peplum Denim Jacket,,,,
150,Trousers,River Island,Khaki,Petite Khaki Textured Wide Leg Trousers,£30.00,,,https://www.riverisland.com/p/petite-khaki-textured-wide-leg-trousers-916819,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/916819_main?_a=BATAV5AA0,Petite Khaki Textured Wide Leg Trousers,,,,
151,Tops,River Island,Black,Petite Black Ombre Plisse Sleeveless Top,£32.00,,,https://www.riverisland.com/p/petite-black-ombre-plisse-sleeveless-top-914125,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914125_main?_a=BATAV5AA0,Petite Black Ombre Plisse Sleeveless Top,,,,
152,Tops,River Island,Red,Petite Red Long Sleeve Lace Insert Blouse,£36.00,,,https://www.riverisland.com/p/petite-red-long-sleeve-lace-insert-blouse-913734,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913734_main?_a=BATAV5AA0,Petite Red Long Sleeve Lace Insert Blouse,,,,
153,Dresses,River Island,Grey,Petite Grey Hybrid Lace T-Shirt Midi Dress,£40.00,,,https://www.riverisland.com/p/petite-grey-hybrid-lace-t-shirt-midi-dress-915323,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/915323_main?_a=BATAV5AA0,Petite Grey Hybrid Lace T-Shirt Midi Dress,,,,
154,Skirts,River Island,Brown,Petite Brown Leopard Structured Mini Skirt,£29.00,,,https://www.riverisland.com/p/petite-brown-leopard-structured-mini-skirt-912743,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/912743_main?_a=BATAV5AA0,Petite Brown Leopard Structured Mini Skirt,,,,
155,Tops,River Island,Cream,Petite Cream Lace Frill Long Sleeve Blouse,£42.00,,,https://www.riverisland.com/p/petite-cream-lace-frill-long-sleeve-blouse-913261,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913261_main?_a=BATAV5AA0,Petite Cream Lace Frill Long Sleeve Blouse,,,,
156,Skirts,River Island,Red,Petite Red Boucle Button Mini Skirt,£29.00,,,https://www.riverisland.com/p/petite-red-boucle-button-mini-skirt-912376,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/912376_main?_a=BATAV5AA0,Petite Red Boucle Button Mini Skirt,,,,
157,Dresses,River Island,Pink,Petite Pink Mesh Ombre Bodycon Midi Dress,£45.00,,,https://www.riverisland.com/p/petite-pink-mesh-ombre-bodycon-midi-dress-914726,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914726_main?_a=BATAV5AA0,Petite Pink Mesh Ombre Bodycon Midi Dress,,,,
158,Tops,River Island,Pink,Petite Pink Chiffon Frill Blouse,£42.00,,,https://www.riverisland.com/p/petite-pink-chiffon-frill-blouse-913932,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913932_main?_a=BATAV5AA0,Petite Pink Chiffon Frill Blouse,,,,
159,Tops,River Island,Denim,Petite Denim Button Up Waistcoat,£49.00,,,https://www.riverisland.com/p/petite-denim-button-up-waistcoat-913844,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913844_main?_a=BATAV5AA0,Petite Denim Button Up Waistcoat,,,,
160,Tops,River Island,Beige,Petite Beige Ribbed Long Sleeve T-Shirt,£14.00,,,https://www.riverisland.com/p/petite-beige-ribbed-long-sleeve-t-shirt-914690,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914690_main?_a=BATAV5AA0,Petite Beige Ribbed Long Sleeve T-Shirt,,,,
161,Dresses,River Island,Black,Petite Black Studded Broderie Shirt Dress,£60.00,,,https://www.riverisland.com/p/petite-black-studded-broderie-shirt-dress-912829,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/912829_main?_a=BATAV5AA0,Petite Black Studded Broderie Shirt Dress,,,,
162,Dresses,River Island,Brown,Petite Brown Leopard Print T-Shirt Midi Dress,£26.00,,,https://www.riverisland.com/p/petite-brown-leopard-print-t-shirt-midi-dress-915568,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/915568_main?_a=BATAV5AA0,Petite Brown Leopard Print T-Shirt Midi Dress,,,,
163,Trousers,River Island,Beige,Petite Beige Belted Wide Leg Trousers,£45.00,,,https://www.riverisland.com/p/petite-beige-belted-wide-leg-trousers-916443,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/916443_main?_a=BATAV5AA0,Petite Beige Belted Wide Leg Trousers,,,,
164,Skirts,River Island,Beige,Petite Beige Pencil Rib Maxi Skirt,£18.00,,,https://www.riverisland.com/p/petite-beige-pencil-rib-maxi-skirt-914691,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914691_main?_a=BATAV5AA0,Petite Beige Pencil Rib Maxi Skirt,,,,
165,Jeans,River Island,Blue,Petite Blue High Waisted Flared Jeans,£48.00,,,https://www.riverisland.com/p/petite-blue-high-waisted-flared-jeans-907567,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/907567_main?_a=BATAV5AA0,Petite Blue High Waisted Flared Jeans,,,,
166,Leggings Or Jeggings,River Island,Black,Petite Black High Waisted Leggings,£12.00,,,https://www.riverisland.com/p/petite-black-high-waisted-leggings-785408,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/785408_main?_a=BATAV5AA0,Petite Black High Waisted Leggings,,,,
167,Trousers,River Island,Black,Petite Black Textured Trousers,£35.00,,,https://www.riverisland.com/p/petite-black-textured-trousers-906365,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/906365_main?_a=BATAV5AA0,Petite Black Textured Trousers,,,,
168,Trousers,River Island,Cream,Petite Cream High Waisted Straight Trousers,£40.00,,,https://www.riverisland.com/p/petite-cream-high-waisted-straight-trousers-915353,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/915353_main?_a=BATAV5AA0,Petite Cream High Waisted Straight Trousers,,,,
169,Blazers,River Island,Black,Petite Black Double Breasted Blazer,£59.00,,,https://www.riverisland.com/p/petite-black-double-breasted-blazer-915479,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/915479_main?_a=BATAV5AA0,Petite Black Double Breasted Blazer,,,,
170,Dresses,River Island,Khaki,Petite Khaki Ribbed Bodycon Midi Dress,£28.00,,,https://www.riverisland.com/p/petite-khaki-ribbed-bodycon-midi-dress-914887,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914887_main?_a=BATAV5AA0,Petite Khaki Ribbed Bodycon Midi Dress,https://images.riverisland.com/is/image/RiverIsland/914887_swatch,,https://images.riverisland.com/is/image/RiverIsland/914888_swatch,
171,Dresses,River Island,Black,Petite Black Layered Ruffle Mini Dress,£59.00,,,https://www.riverisland.com/p/petite-black-layered-ruffle-mini-dress-914721,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914721_main?_a=BATAV5AA0,Petite Black Layered Ruffle Mini Dress,,,,
172,Jeans,River Island,Blue,Petite Blue High Waisted Skinny Jeans,£48.00,,,https://www.riverisland.com/p/petite-blue-high-waisted-skinny-jeans-908485,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/908485_main?_a=BATAV5AA0,Petite Blue High Waisted Skinny Jeans,,,,
173,Trousers,River Island,Blue,Petite Blue Wide Leg Denim Trousers,£55.00,,,https://www.riverisland.com/p/petite-blue-wide-leg-denim-trousers-913850,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913850_main?_a=BATAV5AA0,Petite Blue Wide Leg Denim Trousers,,,,
174,Jeans,River Island,Grey,Petite Grey Mid Rise Sculpt Jeans,£48.00,,,https://www.riverisland.com/p/petite-grey-mid-rise-sculpt-jeans-914400,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914400_main?_a=BATAV5AA0,Petite Grey Mid Rise Sculpt Jeans,,,,
175,Dresses,River Island,Green,Petite Green Asymmetric Drape Wrap Midi Dress,£45.00,,,https://www.riverisland.com/p/petite-green-asymmetric-drape-wrap-midi-dress-916138,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/916138_main?_a=BATAV5AA0,Petite Green Asymmetric Drape Wrap Midi Dress,,,,
176,Coats & Jackets,River Island,Red,Petite Red Crop Collarless Jacket,£45.00,,,https://www.riverisland.com/p/petite-red-crop-collarless-jacket-912375,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/912375_main?_a=BATAV5AA0,Petite Red Crop Collarless Jacket,,,,
177,Jeans,River Island,Blue,Petite Blue Molly Bum Sculpt Skinny Jeans,£48.00,,,https://www.riverisland.com/p/petite-blue-molly-bum-sculpt-skinny-jeans-914398,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914398_main?_a=BATAV5AA0,Petite Blue Molly Bum Sculpt Skinny Jeans,,,,
178,Dresses,River Island,Blue,Petite Blue Denim Bardot Stretch Midi Dress,£55.00,,,https://www.riverisland.com/p/petite-blue-denim-bardot-stretch-midi-dress-913587,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913587_main?_a=BATAV5AA0,Petite Blue Denim Bardot Stretch Midi Dress,,,,
179,Trousers,River Island,Gold,Petite Gold Wide Leg Knit Trousers,£30.00,,,https://www.riverisland.com/p/petite-gold-wide-leg-knit-trousers-915036,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/915036_main?_a=BATAV5AA0,Petite Gold Wide Leg Knit Trousers,,,,
180,Coats & Jackets,River Island,Black,Petite Black Faux Leather Zip Biker Jacket,£49.00,,,https://www.riverisland.com/p/petite-black-faux-leather-zip-biker-jacket-912969,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/912969_main?_a=BATAV5AA0,Petite Black Faux Leather Zip Biker Jacket,,,,
181,Jeans,River Island,Blue,Petite Blue High Waisted Slim Fit Jeans,£45.00,,,https://www.riverisland.com/p/petite-blue-high-waisted-slim-fit-jeans-914594,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914594_main?_a=BATAV5AA0,Petite Blue High Waisted Slim Fit Jeans,,,,
182,Dresses,River Island,Green,Petite Green Tulle Mini Dress,£75.00,,,https://www.riverisland.com/p/petite-green-tulle-mini-dress-918076,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/918076_main?_a=BATAV5AA0,Petite Green Tulle Mini Dress,,,,
183,Trousers,River Island,Black,Petite Black Wide Leg Trousers,£40.00,,,https://www.riverisland.com/p/petite-black-wide-leg-trousers-903810,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/903810_main?_a=BATAV5AA0,Petite Black Wide Leg Trousers,,,,
184,Trousers,River Island,Black,Petite Black Tailored Joggers,£35.00,,,https://www.riverisland.com/p/petite-black-tailored-joggers-913815,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913815_main?_a=BATAV5AA0,Petite Black Tailored Joggers,,,,
185,Jeans,River Island,Blue,Petite Blue High Waisted Slim Straight Jeans,£45.00,,,https://www.riverisland.com/p/petite-blue-high-waisted-slim-straight-jeans-908699,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/908699_main?_a=BATAV5AA0,Petite Blue High Waisted Slim Straight Jeans,,,,
186,Trousers,River Island,Black,Petite Black High Waisted Wide Leg Trousers,£45.00,,,https://www.riverisland.com/p/petite-black-high-waisted-wide-leg-trousers-915796,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/915796_main?_a=BATAV5AA0,Petite Black High Waisted Wide Leg Trousers,https://images.riverisland.com/is/image/RiverIsland/915796_swatch,,https://images.riverisland.com/is/image/RiverIsland/914207_swatch,
187,Jeans,River Island,Blue,Petite Blue High Waisted Wide Leg Jeans,£50.00,,,https://www.riverisland.com/p/petite-blue-high-waisted-wide-leg-jeans-910513,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/910513_main?_a=BATAV5AA0,Petite Blue High Waisted Wide Leg Jeans,,,,
188,Jeans,River Island,Black,Petite Black Mid Rise Skinny Jeans,£40.00,,,https://www.riverisland.com/p/petite-black-mid-rise-skinny-jeans-914723,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914723_main?_a=BATAV5AA0,Petite Black Mid Rise Skinny Jeans,,,,
189,Jeans,River Island,Black,Petite Black Barrel Jeans,£45.00,,,https://www.riverisland.com/p/petite-black-barrel-jeans-914357,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/914357_main?_a=BATAV5AA0,Petite Black Barrel Jeans,,,,
190,Coats & Jackets,River Island,Black,Petite Black Faux Leather Biker Jacket,£49.00,,,https://www.riverisland.com/p/petite-black-faux-leather-biker-jacket-904079,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/904079_main?_a=BATAV5AA0,Petite Black Faux Leather Biker Jacket,,,,
191,Tops,River Island,Black,Petite Black Button Front Waistcoat,£38.00,,,https://www.riverisland.com/p/petite-black-button-front-waistcoat-904791,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/904791_main?_a=BATAV5AA0,Petite Black Button Front Waistcoat,,,,
192,Jumpsuits,River Island,Khaki,Petite Khaki Waistcoat Wide Leg Jumpsuit,£45.00,,,https://www.riverisland.com/p/petite-khaki-waistcoat-wide-leg-jumpsuit-916141,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/916141_main?_a=BATAV5AA0,Petite Khaki Waistcoat Wide Leg Jumpsuit,,,,
193,Coats & Jackets,River Island,Beige,Petite Beige Oversized Bomber Jacket,£65.00,,,https://www.riverisland.com/p/petite-beige-oversized-bomber-jacket-904380,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/904380_main?_a=BATAV5AA0,Petite Beige Oversized Bomber Jacket,,,,
194,Dresses,River Island,Pink,Petite Pink Mesh Floral Bodycon Midi Dress,£40.00,,,https://www.riverisland.com/p/petite-pink-mesh-floral-bodycon-midi-dress-915185,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/915185_main?_a=BATAV5AA0,Petite Pink Mesh Floral Bodycon Midi Dress,,,,
195,Trousers,River Island,Black,Petite Black Faux Leather Cropped Trousers,£36.00,,,https://www.riverisland.com/p/petite-black-faux-leather-cropped-trousers-913890,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913890_main?_a=BATAV5AA0,Petite Black Faux Leather Cropped Trousers,,,,
196,Jeans,River Island,Black,Petite Black Molly Coated Skinny Jeans,£49.00,,,https://www.riverisland.com/p/petite-black-molly-coated-skinny-jeans-765842,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/765842_main?_a=BATAV5AA0,Petite Black Molly Coated Skinny Jeans,,,,
197,Trousers,River Island,Black,Petite Black Faux Leather Flared Trousers,£29.00,,,https://www.riverisland.com/p/petite-black-faux-leather-flared-trousers-912703,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/912703_main?_a=BATAV5AA0,Petite Black Faux Leather Flared Trousers,,,,
198,Jeans,River Island,Brown,Petite Brown Leopard Relaxed Straight Jeans,£48.00,,,https://www.riverisland.com/p/petite-brown-leopard-relaxed-straight-jeans-913255,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913255_main?_a=BATAV5AA0,Petite Brown Leopard Relaxed Straight Jeans,,,,
199,Coats & Jackets,River Island,Grey,Petite Grey Stitch Detail Jacket,£50.00,,,https://www.riverisland.com/p/petite-grey-stitch-detail-jacket-905970,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/905970_main?_a=BATAV5AA0,Petite Grey Stitch Detail Jacket,,,,
200,Jeans,River Island,Denim,Petite Denim Sequin Wide Leg Crop Jeans,£65.00,,,https://www.riverisland.com/p/petite-denim-sequin-wide-leg-crop-jeans-913867,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913867_main?_a=BATAV5AA0,Petite Denim Sequin Wide Leg Crop Jeans,,,,
201,Coats & Jackets,River Island,Red,Petite Red Faux Leather Crop Trench Jacket,£60.00,,,https://www.riverisland.com/p/petite-red-faux-leather-crop-trench-jacket-912464,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/912464_main?_a=BATAV5AA0,Petite Red Faux Leather Crop Trench Jacket,,,,
202,Tops,River Island,Brown,Petite Brown Cropped Leopard Print T-Shirt,£18.00,,,https://www.riverisland.com/p/petite-brown-cropped-leopard-print-t-shirt-913024,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/913024_main?_a=BATAV5AA0,Petite Brown Cropped Leopard Print T-Shirt,,,,
203,Tops,River Island,Gold,Petite Gold Crochet T-Shirt,£28.00,,,https://www.riverisland.com/p/petite-gold-crochet-t-shirt-915035,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/915035_main?_a=BATAV5AA0,Petite Gold Crochet T-Shirt,,,,
204,Tops,River Island,White,Petite White Rib High Neck Tank Top,£10.00,,,https://www.riverisland.com/p/petite-white-rib-high-neck-tank-top-906460,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/906460_main?_a=BATAV5AA0,Petite White Rib High Neck Tank Top,https://images.riverisland.com/is/image/RiverIsland/906460_swatch,,https://images.riverisland.com/is/image/RiverIsland/906459_swatch,
205,Jeans,River Island,Black,Petite Black Coated Molly Skinny Jeans,£49.00,,,https://www.riverisland.com/p/petite-black-coated-molly-skinny-jeans-786283,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/786283_main?_a=BATAV5AA0,Petite Black Coated Molly Skinny Jeans,,,,
206,Jeans,River Island,Blue,Petite Blue Relaxed Straight Jeans,£42.00,,,https://www.riverisland.com/p/petite-blue-relaxed-straight-jeans-905710,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/905710_main?_a=BATAV5AA0,Petite Blue Relaxed Straight Jeans,https://images.riverisland.com/is/image/RiverIsland/905710_swatch,,https://images.riverisland.com/is/image/RiverIsland/911663_swatch,
207,Coats & Jackets,River Island,Brown,Petite Brown Leather Oversized Biker Jacket,£195.00,,,https://www.riverisland.com/p/petite-brown-leather-oversized-biker-jacket-904138,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/904138_main?_a=BATAV5AA0,Petite Brown Leather Oversized Biker Jacket,,,,
208,Trousers,River Island,Cream,Petite Cream Wide Leg Trousers,£30.00,,,https://www.riverisland.com/p/petite-cream-wide-leg-trousers-912099,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/912099_main?_a=BATAV5AA0,Petite Cream Wide Leg Trousers,,,,
209,Jeans,River Island,Black,Petite Black Bum Sculpt Skinny Jeans,£48.00,,,https://www.riverisland.com/p/petite-black-bum-sculpt-skinny-jeans-906477,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/906477_main?_a=BATAV5AA0,Petite Black Bum Sculpt Skinny Jeans,,,,
210,Jeans,River Island,Blue,Petite Blue High Waisted Straight Jeans,£40.00,,,https://www.riverisland.com/p/petite-blue-high-waisted-straight-jeans-906007,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/906007_main?_a=BATAV5AA0,Petite Blue High Waisted Straight Jeans,,,,
211,Jumpsuits,River Island,Black,Petite Black Halter Neck Waistcoat Jumpsuit,£45.00,,,https://www.riverisland.com/p/petite-black-halter-neck-waistcoat-jumpsuit-912772,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/912772_main?_a=BATAV5AA0,Petite Black Halter Neck Waistcoat Jumpsuit,,,,
212,Jeans,River Island,Black,Petite Black Molly Mid Rise Skinny Jeans,£43.00,,,https://www.riverisland.com/p/petite-black-molly-mid-rise-skinny-jeans-786020,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/786020_main?_a=BATAV5AA0,Petite Black Molly Mid Rise Skinny Jeans,,,,
213,Jeans,River Island,Blue,Petite Blue Ripped Relaxed Straight Jeans,£40.00,,,https://www.riverisland.com/p/petite-blue-ripped-relaxed-straight-jeans-908143,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/908143_main?_a=BATAV5AA0,Petite Blue Ripped Relaxed Straight Jeans,,,,
214,Dresses,River Island,White,Petite White Crochet Stripe Smock Maxi Dress,£40.00,,,https://www.riverisland.com/p/petite-white-crochet-stripe-smock-maxi-dress-912137,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/912137_main?_a=BATAV5AA0,Petite White Crochet Stripe Smock Maxi Dress,,,,
215,Jeans,River Island,Blue,Petite Blue High Waisted Straight Leg Jeans,£42.00,,,https://www.riverisland.com/p/petite-blue-high-waisted-straight-leg-jeans-752044,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/752044_main?_a=BATAV5AA0,Petite Blue High Waisted Straight Leg Jeans,,,,
216,Jeans,River Island,Black,Petite Black Molly Mid Rise Skinny Jeans,£43.00,,,https://www.riverisland.com/p/petite-black-molly-mid-rise-skinny-jeans-765867,https://images.riverisland.com/image/upload/t_plp_portraitSmall/f_auto/q_auto/765867_main?_a=BATAV5AA0,Petite Black Molly Mid Rise Skinny Jeans,,,,
